sRNA	Transcript	Slice.site	AllenScore	flankMax.rpm	slice.site.rpm	slice.site.hit.norm
miR414	AT1G15690.2	2086	4	7.50237999999999960465	0.415091	1.08
miR414	AT1G17130.2	1116	4.5	1.24143000000000003347	0.13452	0.35
miR414	AT1G19660.2	506	6	0.614948999999999967869	0.822495	2.14
miR414	AT1G20693.3	583	5.5	3.07859000000000015973	0.261354	0.68
miR414	AT1G35310.1	288	4.5	1.97168000000000009919	1.15303	3.0
miR414	AT1G42550.1	1483	5.5	0.468899000000000010235	0.349752	0.91
miR414	AT1G47970.1	263	5	1.17609000000000007979	0.303631	0.79
miR414	AT1G51950.1	518	6	0.622635999999999967258	0.14605	0.38
miR414	AT1G54710.1	3033	6	1.37210999999999994081	0.51502	1.34
miR414	AT1G55330.1	96	4.5	22.2189000000000014268	0.426621	1.11
miR414	AT1G56460.2	1206	5.5	0.553454000000000001513	0.399717	1.04
miR414	AT1G70200.1	1307	4	1.13765999999999989356	0.326692	0.85
miR414	AT1G70320.1	6400	5	0.403561000000000003052	0.64954	1.69
miR414	AT1G75150.1	1358	3	0.418933999999999973074	0.576515	1.5
miR414	AT1G75380.3	477	6	0.872458999999999984531	0.299788	0.78
miR414	AT2G03240.1	745	5.5	0.311317999999999983629	0.664914	1.73
miR414	AT2G03470.2	1122	4.5	0.803278000000000047542	0.0345909	0.09
miR414	AT2G03470.2	1125	4.5	0.803278000000000047542	0.657227	1.71
miR414	AT2G11910.2	313	3	3.36299999999999998934	0.326692	0.85
miR414	AT2G11910.2	442	4	2.74420999999999981611	0.757156	1.97
miR414	AT2G11910.2	502	3	3.17467999999999994643	0.484273	1.26
miR414	AT2G16600.2	538	5.5	15.7581000000000006622	1.49125	3.88
miR414	AT2G16640.1	2600	3.5	0.834025000000000016342	0.284414	0.74
miR414	AT2G16920.1	1998	5	0.549610999999999960686	0.272884	0.71
miR414	AT2G17110.1	961	5.5	0.180640999999999996017	0.142207	0.37
miR414	AT2G30110.1	3313	5	2.08698000000000005727	0.372813	0.97
miR414	AT2G32260.1	1042	6	0.841712000000000015731	0.407404	1.06
miR414	AT2G34970.1	2194	2.5	0.687975000000000003197	0.330535	0.86
miR414	AT2G36390.1	2567	3.5	0.584201999999999999069	0.353596	0.92
miR414	AT2G40240.1	1022	4.5	0.126833000000000001295	0.242136	0.63
miR414	AT2G44730.1	861	6	1.14149999999999995914	0.395874	1.03
miR414	AT3G10420.2	1478	5	0.757156000000000051209	0.553454	1.44
miR414	AT3G11100.1	512	2	0.48811599999999999433	0.353596	0.92
miR414	AT3G16640.1	276	4.5	3.41297000000000005926	0.307475	0.8
miR414	AT3G16840.1	472	3.5	1.10691000000000006054	0.303631	0.79
miR414	AT3G25520.2	699	3.5	7.7714199999999999946	2.40983	6.27
miR414	AT3G29075.1	489	5.5	1.89866000000000001435	1.13381	2.95
miR414	AT3G29075.1	714	4.5	1.30292000000000007809	0.13452	0.35
miR414	AT3G42670.1	943	2.5	0.0153737000000000005595	0.457369	1.19
miR414	AT3G42790.1	725	3.5	1.97168000000000009919	0.507333	1.32
miR414	AT3G44750.2	472	4.5	0.980075999999999947221	0.468899	1.22
miR414	AT3G46530.1	1457	5	0.822494999999999976126	0.215232	0.56
miR414	AT3G50550.2	93	4.5	0.638009999999999966036	0.388187	1.01
miR414	AT3G51880.4	542	4	1.34136000000000010779	0.188328	0.49
miR414	AT3G52230.1	512	4	1.52968999999999999417	0.280571	0.73
miR414	AT3G55605.1	472	5.5	0.70334799999999997322	0.353596	0.92
miR414	AT3G56150.2	682	3	1.77181999999999995055	0.11146	0.29
miR414	AT3G56990.1	2048	5.5	0.36128300000000002079	0.342066	0.89
miR414	AT3G62900.1	2839	5	1.44897000000000009123	0.0807121	0.21
miR414	AT4G02400.1	336	4.5	0.307474999999999998312	0.534237	1.39
miR414	AT4G02450.2	735	4.5	4.95418999999999964956	0.568828	1.48
miR414	AT4G10710.1	3172	5	2.10236000000000000654	0.726409	1.89
miR414	AT4G12420.2	2007	5	2.44058000000000019369	0.607263	1.58
miR414	AT4G13930.1	1592	5.5	8.7745599999999992491	0.430465	1.12
miR414	AT4G17940.1	808	2.5	0.634167000000000036231	0.276727	0.72
miR414	AT4G26230.1	332	5	7.78680000000000038796	0.661071	1.72
miR414	AT4G26630.2	2451	6	1.11844000000000010075	0.180641	0.47
miR414	AT4G27310.1	624	4	1.57196000000000002395	0.199859	0.52
miR414	AT5G01260.2	1536	4.5	0	0.322848	0.84
miR414	AT5G02050.1	500	4.5	0.641853000000000006864	0.357439	0.93
miR414	AT5G12110.1	322	3	0.441995000000000026752	0.25751	0.67
miR414	AT5G15020.2	3260	5	0.326691999999999982407	0.495803	1.29
miR414	AT5G16500.1	1906	4.5	0.295943999999999984851	0.0230606	0.06
miR414	AT5G22640.2	1793	2	0.415090999999999987757	0.253667	0.66
miR414	AT5G22650.2	587	4.5	1.32983000000000006757	0.172955	0.45
miR414	AT5G22650.2	638	5	1.49124999999999996447	0.853242	2.22
miR414	AT5G23420.2	390	2	0.830181999999999975515	0.292101	0.76
miR414	AT5G24500.1	796	3.5	1.20683999999999991282	0.876303	2.28
miR414	AT5G24690.1	662	5.5	0.434308000000000027363	0.0768687	0.2
miR414	AT5G24890.1	772	1	1.64498999999999995225	0.265197	0.69
miR414	AT5G26710.1	2123	5	0.622635999999999967258	0.295944	0.77
miR414	AT5G28300.1	1022	5.5	0.745626000000000010992	0.226763	0.59
miR414	AT5G35680.3	514	4.5	5.6229399999999998272	0.857086	2.23
miR414	AT5G37780.3	560	5	8.33641000000000076398	0.149894	0.39
miR414	AT5G37780.3	638	2.5	4.51987999999999967571	4.40842	11.47
miR414	AT5G39740.2	997	1.5	4.87732000000000009976	1.46435	3.81
miR414	AT5G41340.1	697	3	1.03004000000000006665	0.188328	0.49
miR414	AT5G44200.2	905	3.5	0.641853000000000006864	0.188328	0.49
miR414	AT5G44280.2	351	5.5	0.411246999999999973685	1.02235	2.66
miR414	AT5G46030.1	453	3	1.79872999999999994003	0.25751	0.67
miR414	AT5G57370.1	572	4.5	0.653383999999999964814	0.169111	0.44
miR414	AT5G57685.1	435	6	1.32983000000000006757	0.403561	1.05
miR414	AT5G59000.1	761	3.5	0.476586000000000009624	0.0614949	0.16
miR414	AT5G61790.1	1023	4	0.868616000000000054726	0.165268	0.43
miR414	AT5G63650.1	1170	3.5	0.614948999999999967869	0.261354	0.68
miR415	AT1G78040.2	511	4.5	15.0509000000000003894	1.13381	2.95
miR417	AT5G27700.1	258	5.5	4.45838000000000000966	0.972389	2.53
miR417	AT5G64310.1	426	6	2.63660000000000005471	0.326692	0.85
miR418	AT3G27830.1	201	4	3.58207999999999993079	0.634167	1.65
miR4221	AT1G09200.1	102	6	2.19844000000000017181	1.06847	2.78
miR4221	AT1G12080.2	353	5.5	7.52928999999999959414	0.699505	1.82
miR4221	AT2G22795.1	656	6	2.37909000000000014907	0.199859	0.52
miR4221	AT2G22795.1	722	6	2.37909000000000014907	0.184485	0.48
miR4221	AT4G17950.1	1390	5.5	1.14534000000000002473	0.726409	1.89
miR4221	AT5G03220.1	515	6	0.864773000000000013898	0.24598	0.64
miR4221	AT5G03500.3	672	6	0.338222000000000022624	0.0345909	0.09
miR4221	AT5G08139.1	1225	5.5	0	0.284414	0.74
miR4227	AT4G12650.1	625	3.5	0.887832999999999983309	0.0807121	0.21
miR4227	AT5G26000.2	851	4	6.08030999999999988148	1.08385	2.82
miR4239	AT1G12530.1	495	4.5	0.676444000000000045247	0.242136	0.63
miR4240	AT1G54030.1	690	5.5	0.795591000000000048153	0.253667	0.66
miR4243	AT3G46030.1	261	5.5	2.42905000000000015348	0.549611	1.43
miR4243	AT3G53650.1	160	5.5	0.649540000000000006253	0.0307475	0.08
miR4245	AT4G23470.3	1039	6	1.17609000000000007979	0.857086	2.23
miR4245	AT5G58250.1	718	5	2.02165000000000016911	1.03004	2.68
miR426	AT2G32430.1	591	5.5	0	0.142207	0.37
miR447a-3p	AT5G54580.1	559	6	1.06462999999999996525	0.63801	1.66
miR447b	AT5G54580.1	559	6	1.06462999999999996525	0.63801	1.66
miR447c-3p	AT1G14320.2	453	6	11.9338999999999995083	0.826338	2.15
miR5012	AT4G00800.1	5776	6	0.691818000000000044025	0.11146	0.29
miR5012	AT4G32710.1	444	6	0.741782999999999970164	0.795591	2.07
miR5012	AT4G37980.2	810	5	1.19531000000000009464	0.226763	0.59
miR5012	AT5G12120.1	703	5	0.261353999999999975223	0.568828	1.48
miR5014a-5p	AT2G37110.1	463	6	0.937798000000000020471	0.461212	1.2
miR5014b	AT1G02305.1	956	6	1.22221000000000001862	0.196015	0.51
miR5014b	AT5G45670.1	979	5.5	1.69110999999999989107	0.272884	0.71
miR5015	AT5G40580.3	315	5.5	0.476586000000000009624	0.530394	1.38
miR5015	AT5G42950.1	4990	5.5	1.31830000000000002736	0.388187	1.01
miR5016	AT5G28300.1	607	3.5	0.845554999999999945537	0.334379	0.87
miR5020c	AT1G76550.1	1903	5.5	1.96015000000000005898	0.11146	0.29
miR5021	AT1G01300.1	169	6	0.676444000000000045247	0.52655	1.37
miR5021	AT1G04920.1	2994	6	0.376657000000000019568	0.403561	1.05
miR5021	AT1G14000.1	1676	4.5	0.753313000000000010381	0.361283	0.94
miR5021	AT1G20696.3	727	2.5	2.23303999999999991388	0.288258	0.75
miR5021	AT1G20950.1	51	4	0	0.0115303	0.03
miR5021	AT1G23240.3	569	3.5	6.69911000000000012022	0.541924	1.41
miR5021	AT1G30230.2	834	5	3.97794999999999987494	0.334379	0.87
miR5021	AT1G31335.1	109	4.5	0.795591000000000048153	0.303631	0.79
miR5021	AT1G31580.1	173	4	3.07089999999999996305	0.488116	1.27
miR5021	AT1G52342.1	304	4	0.741782999999999970164	0.299788	0.78
miR5021	AT1G54030.1	173	5	0.376657000000000019568	0.203702	0.53
miR5021	AT1G54520.1	496	4	0.507333000000000033936	0.595732	1.55
miR5021	AT1G64040.1	1344	5	0.461212000000000010846	0.261354	0.68
miR5021	AT1G64090.2	412	5	1.22221000000000001862	0.449682	1.17
miR5021	AT1G68560.1	118	6	1.92940000000000000391	0.276727	0.72
miR5021	AT1G70700.2	98	4	0.722566000000000041581	0.307475	0.8
miR5021	AT1G71500.1	313	6	0.564984999999999959464	0.768687	2.0
miR5021	AT1G80040.3	142	4	0.415090999999999987757	0.00384343	0.01
miR5021	AT2G02090.1	2472	5	1.94477999999999995318	0.24598	0.64
miR5021	AT2G02220.1	3136	6	0.315161999999999997701	0.0807121	0.21
miR5021	AT2G13360.2	1381	5.5	7.37938999999999989399	0.584202	1.52
miR5021	AT2G16750.1	2149	2	0.553454000000000001513	0.0115303	0.03
miR5021	AT2G17880.1	328	3	0.541923999999999961297	0.207545	0.54
miR5021	AT2G21390.1	79	4	0.207545000000000007256	0.253667	0.66
miR5021	AT2G21960.1	272	4	0.388187000000000004274	0.384343	1.0
miR5021	AT3G02080.1	569	5.5	2.62122000000000010544	0.737939	1.92
miR5021	AT3G02880.1	2148	3	0.784061000000000007937	0.199859	0.52
miR5021	AT3G07390.1	227	3	1.23758999999999996788	0.399717	1.04
miR5021	AT3G09980.1	909	6	1.26832999999999995744	0.299788	0.78
miR5021	AT3G13460.4	84	4.5	0.530394000000000032102	0.307475	0.8
miR5021	AT3G15095.3	197	5	3.28229000000000015191	0.169111	0.44
miR5021	AT3G23810.1	1697	4	7.56771999999999955833	0.661071	1.72
miR5021	AT3G25500.1	3261	5.5	0.611106000000000038064	0.00384343	0.01
miR5021	AT3G43240.1	173	5	0.322848000000000023846	0.461212	1.2
miR5021	AT3G49530.1	161	5.5	0.611106000000000038064	0.757156	1.97
miR5021	AT3G50000.1	1267	2.5	0.910893999999999981476	0.457369	1.19
miR5021	AT3G55330.1	194	4	0.503489999999999993108	0.518864	1.35
miR5021	AT3G55620.1	87	4	1.19531000000000009464	0.234449	0.61
miR5021	AT3G61580.1	1144	6	1.58349000000000006416	0.699505	1.82
miR5021	AT4G04640.1	1310	6	3.3092000000000001414	0.549611	1.43
miR5021	AT4G10430.3	470	5.5	0.434308000000000027363	0.430465	1.12
miR5021	AT4G14220.1	46	4	0.18448500000000001009	0.26904	0.7
miR5021	AT4G27640.1	3345	4	0.903206999999999982087	0.088399	0.23
miR5021	AT4G31750.1	140	5	0.238293000000000004812	0.238293	0.62
miR5021	AT4G32020.1	87	4	1.07231999999999993989	0.653384	1.7
miR5021	AT4G34110.1	229	4.5	0.964701999999999948443	0.711035	1.85
miR5021	AT4G35800.1	4851	3	0.591888999999999998458	0.211389	0.55
miR5021	AT4G39710.2	163	2.5	0.980075999999999947221	0.196015	0.51
miR5021	AT5G14120.1	12	2.5	0	0.261354	0.68
miR5021	AT5G15580.1	404	5	1.27218000000000008853	0.49196	1.28
miR5021	AT5G42530.1	97	4	0.822494999999999976126	0.0922424	0.24
miR5021	AT5G45110.1	2132	6	1.33366999999999991111	0.342066	0.89
miR5021	AT5G51100.1	123	6	0.465054999999999996163	0.184485	0.48
miR5021	AT5G52060.1	1628	4	1.8448500000000001009	0.411247	1.07
miR5021	AT5G64020.1	384	4	0.138363999999999987001	0.315162	0.82
miR5021	AT5G64816.2	491	2.5	0.84939900000000001512	0.280571	0.73
miR5021	AT5G66800.1	161	5	0.45736900000000002553	0.488116	1.27
miR5021	AT5G67520.1	985	6	0.630322999999999966647	0.295944	0.77
miR5022	AT4G33490.2	1550	6	0.714879000000000042192	0.249823	0.65
miR5024-3p	AT3G01500.3	748	6	8.89755000000000073612	1.72955	4.5
miR5024-3p	AT3G52590.1	122	6	3.26307999999999998053	0.614949	1.6
miR5024-5p	AT1G10950.1	1797	5.5	2.03318000000000020933	0.607263	1.58
miR5024-5p	AT1G77810.2	1364	6	0.418933999999999973074	0.24598	0.64
miR5029	AT5G33290.1	1779	5	0.415090999999999987757	0.52655	1.37
miR5595a	AT2G23560.1	808	2	0.142207000000000000073	0.0153737	0.04
miR5595a	AT2G23610.1	846	3	0.649540000000000006253	0.230606	0.6
miR5595a	AT4G31880.2	735	4.5	0.284414000000000000146	0.153737	0.4
miR5628	AT4G09350.1	697	6	1.87175000000000002487	1.23759	3.22
miR5630a	AT1G33120.1	309	0	0.019217200000000000254	0.00384343	0.01
miR5630a	AT1G33140.1	309	0	3.17467999999999994643	0.718722	1.87
miR5630a	AT2G15270.1	665	5	2.04470999999999980545	0.338222	0.88
miR5630a	AT4G09010.1	977	4	2.77879999999999993676	0.853242	2.22
miR5630b	AT1G33120.1	309	0	0.019217200000000000254	0.00384343	0.01
miR5630b	AT1G33140.1	309	0	3.17467999999999994643	0.718722	1.87
miR5630b	AT2G15270.1	665	5	2.04470999999999980545	0.338222	0.88
miR5630b	AT4G09010.1	977	4	2.77879999999999993676	0.853242	2.22
miR5632-3p	AT3G52470.1	906	6	1.55658999999999991815	0.319005	0.83
miR5632-3p	AT4G27130.1	173	6	1.32214000000000009294	0.672601	1.75
miR5632-5p	AT2G43710.2	1274	6	3.34378999999999981796	0.307475	0.8
miR5633	AT4G20440.4	960	6	0.818651000000000017565	0.49196	1.28
miR5637	AT3G55760.3	1316	6	1.01466999999999996085	0.115303	0.3
miR5638a	AT4G04960.1	1995	6	0.353596000000000021402	0.196015	0.51
miR5638b	AT3G53420.2	946	6	6.55689999999999972857	0.530394	1.38
miR5640	AT1G20190.1	924	5	1.84868999999999994444	0.980076	2.55
miR5640	AT1G65230.1	883	5.5	0.584201999999999999069	0.549611	1.43
miR5640	AT5G07090.2	976	4.5	3.19004999999999983018	0.345909	0.9
miR5640	AT5G13810.1	472	6	0.138363999999999987001	0.161424	0.42
miR5640	AT5G45390.1	372	5	1.35288999999999992596	0.184485	0.48
miR5640	AT5G59250.1	1634	5	1.23758999999999996788	0.149894	0.39
miR5641	AT1G50010.1	96	6	0.903206999999999982087	0.253667	0.66
miR5641	AT2G26920.1	130	6	0	0.807121	2.1
miR5641	AT3G19580.2	144	6	0.180640999999999996017	0.165268	0.43
miR5642a	AT1G53280.1	1320	4.5	1.41437999999999997058	2.60969	6.79
miR5642a	AT3G02770.1	395	5	1.05693999999999999062	0.276727	0.72
miR5642b	AT1G53280.1	1320	4.5	1.41437999999999997058	2.60969	6.79
miR5642b	AT3G02770.1	395	5	1.05693999999999999062	0.276727	0.72
miR5644	AT4G16720.1	520	5.5	6.44927999999999990166	0.603419	1.57
miR5645a	AT4G33680.1	1492	5	2.16001000000000020762	0.219076	0.57
miR5645b	AT4G33680.1	1492	5	2.16001000000000020762	0.219076	0.57
miR5645d	AT4G33680.1	1492	5	2.16001000000000020762	0.219076	0.57
miR5645e	AT4G33680.1	1492	5	2.16001000000000020762	0.219076	0.57
miR5645f	AT4G33680.1	1492	5	2.16001000000000020762	0.219076	0.57
miR5646	AT5G03455.1	290	5	0.465054999999999996163	0.192172	0.5
miR5647	AT5G14910.1	548	5	4.16244000000000013983	0.89552	2.33
miR5648-5p	AT4G14340.1	1561	6	0.349752000000000007329	0.52655	1.37
miR5650	AT3G18790.1	335	5.5	0.664914000000000005031	1.19146	3.1
miR5651	AT1G72020.1	278	6	11.8185999999999999943	1.87175	4.87
miR5652	AT1G21630.2	3851	5.5	0.480428999999999994941	0.242136	0.63
miR5652	AT1G62430.1	1233	6	0.215232000000000006645	0.234449	0.61
miR5654-3p	AT3G27810.1	481	6	1.40670000000000006146	0.680288	1.77
miR5654-3p	AT3G48150.1	1804	5.5	1.16456000000000003958	0.684131	1.78
miR5654-3p	AT4G22220.1	444	6	3.32073000000000018161	0.153737	0.4
miR5654-3p	AT5G59870.1	348	5.5	2.88257999999999992013	0.384343	1.0
miR5654-5p	AT4G36910.1	633	6	0.933953999999999950887	0.953172	2.48
miR5654-5p	AT5G06340.1	298	3	1.43744000000000005102	0.422778	1.1
miR5655	AT2G01490.1	1039	6	1.40284999999999993037	0.211389	0.55
miR5655	AT2G40300.1	886	3.5	1.14918999999999993378	0.822495	2.14
miR5656	AT5G18800.2	140	4.5	0.94548500000000001986	0.64954	1.69
miR5658	AT1G48750.1	469	4	10.0620999999999991559	0.668757	1.74
miR5658	AT1G64090.2	1173	6	2.48669999999999991047	2.82492	7.35
miR5658	AT2G32235.1	1945	5	0.79174699999999997857	0.230606	0.6
miR5658	AT3G01500.3	1175	2	12.0452999999999992298	0.945485	2.46
miR5658	AT3G01500.3	1200	4	12.0452999999999992298	0.372813	0.97
miR5658	AT3G02260.1	14673	6	1.64115000000000010871	0.564985	1.47
miR5658	AT3G08600.1	1225	4	1.18761999999999989797	0.572672	1.49
miR5658	AT3G26740.1	208	5	5.00415000000000009805	0.430465	1.12
miR5658	AT4G23680.1	557	2	15.5427999999999997272	1.16072	3.02
miR5658	AT4G30600.1	2024	2	1.73338999999999998636	0.611106	1.59
miR5658	AT4G39840.1	619	0	0.680288000000000003809	0.830182	2.16
miR5658	AT5G28300.1	478	6	0.664914000000000005031	0.0845555	0.22
miR5658	AT5G54920.2	167	3.5	0	0.418934	1.09
miR5661	AT1G08470.1	637	6	0.538081000000000031491	1.16072	3.02
miR5661	AT2G16130.1	1435	5.5	0	0.507333	1.32
miR5661	AT3G04290.1	669	5.5	8.74765999999999976922	0.699505	1.82
miR5662	AT1G18740.1	1041	5.5	0.584201999999999999069	0.272884	0.71
miR5662	AT2G20630.2	391	6	0.395874000000000003663	0.345909	0.9
miR5662	AT2G35240.1	108	6	0.484273000000000009013	0.561141	1.46
miR5662	AT3G09200.2	663	3.5	3.70890999999999992909	1.41438	3.68
miR5662	AT3G11250.1	764	4	2.7711199999999998056	0.0538081	0.14
miR5662	AT3G26640.1	1029	5.5	0.687975000000000003197	0.376657	0.98
miR5662	AT3G49010.5	83	3.5	1.8640699999999998937	1.85638	4.83
miR5662	AT3G51260.2	133	5.5	0.557297999999999960075	0.153737	0.4
miR5662	AT3G60530.1	368	6	0.680288000000000003809	0.138364	0.36
miR5662	AT5G01530.1	896	5.5	14.5166000000000003922	7.54466	19.63
miR5663-3p	AT5G33370.2	133	5.5	2.90947999999999984411	0.207545	0.54
miR5664	AT2G24360.1	1581	6	0.814807999999999976737	0.188328	0.49
miR5665	AT1G30230.2	662	6	4.25467999999999957339	0.299788	0.78
miR5666	AT2G32060.3	435	5.5	10.1350999999999995538	1.56812	4.08
miR5995b	AT2G23560.1	808	2	0.142207000000000000073	0.0153737	0.04
miR5995b	AT2G23610.1	846	3	0.649540000000000006253	0.230606	0.6
miR5995b	AT4G31880.2	735	4.5	0.284414000000000000146	0.153737	0.4
miR5996	AT1G72750.1	445	6	0.695662000000000002586	0.62648	1.63
miR5996	AT3G51420.1	1469	6	0.826338000000000016954	0.276727	0.72
miR5999	AT4G18030.1	2119	3.5	1.73723000000000005194	0.307475	0.8
miR773a	AT1G25682.1	892	4	1.51815999999999995396	0.103773	0.27
miR773a	AT1G27400.1	591	5	5.02336999999999989086	1.0531	2.74
miR773a	AT2G41560.1	1521	6	0.418933999999999973074	0.541924	1.41
miR773a	AT2G43560.1	631	5	2.87489000000000016755	0.199859	0.52
miR773a	AT5G13630.2	3940	6	3.22463999999999995083	0.522707	1.36
miR773b-3p	AT1G30530.1	1144	4.5	1.31061000000000005272	0.288258	0.75
miR773b-3p	AT1G60950.1	423	5.5	30.5015000000000000568	1.74876	4.55
miR773b-3p	AT3G01120.1	1665	4	1.37979000000000007198	0.426621	1.11
miR773b-3p	AT3G04340.1	2282	4.5	0.649540000000000006253	0.36897	0.96
miR773b-3p	AT5G12480.2	1338	6	0.45736900000000002553	0.176798	0.46
miR774a	AT5G12250.1	171	6	1.01466999999999996085	0.787904	2.05
miR774a	AT5G62690.1	179	5	0.822494999999999976126	0.238293	0.62
miR774a	AT5G62700.1	138	5	0.507333000000000033936	0.395874	1.03
miR774b-3p	AT1G02205.3	1614	6	2.66349999999999997868	0.334379	0.87
miR774b-3p	AT2G04570.1	984	6	11.7109000000000005315	1.4067	3.66
miR774b-3p	AT2G20280.1	402	6	0.664914000000000005031	0.357439	0.93
miR774b-5p	AT1G01610.1	330	5.5	0.88014599999999998392	0.192172	0.5
miR774b-5p	AT1G27710.2	115	5	0.199859000000000008868	0.311318	0.81
miR774b-5p	AT3G61130.1	2340	6	1.56427999999999989278	0.303631	0.79
miR774b-5p	AT4G13615.1	14	5.5	2.70192999999999994287	1.2568	3.27
miR774b-5p	AT5G06430.1	608	6	0.822494999999999976126	0.326692	0.85
miR775	AT3G49570.1	251	6	0.541923999999999961297	0.130677	0.34
miR775	AT4G36140.1	2798	6	0	0.130677	0.34
miR776	AT3G55620.1	658	4.5	1.81410000000000004583	0.822495	2.14
miR776	AT4G38740.1	534	6	5.41155000000000008242	1.51816	3.95
miR776	AT5G59850.1	311	6	11.2112999999999995993	2.11773	5.51
miR777	AT5G66240.3	252	6	0.284414000000000000146	0.388187	1.01
miR778	AT1G52300.1	330	6	8.44402000000000008129	0.319005	0.83
miR780.2	AT1G30630.1	524	5	1.8448500000000001009	1.54506	4.02
miR780.2	AT3G24080.2	1336	5	1.32983000000000006757	0.142207	0.37
miR782	AT3G50820.1	1083	6	7.92900000000000027001	1.13766	2.96
miR782	AT4G39420.2	9620	4.5	0.403561000000000003052	0.303631	0.79
miR8166	AT5G48360.1	2269	6	2.09082999999999996632	0.253667	0.66
miR8167a	AT2G29550.1	891	5.5	1.20683999999999991282	0.0768687	0.2
miR8167a	AT5G23860.2	872	5.5	1.50278000000000000469	0.0499646	0.13
miR8167b	AT2G29550.1	891	5.5	1.20683999999999991282	0.0768687	0.2
miR8167b	AT5G23860.2	872	5.5	1.50278000000000000469	0.0499646	0.13
miR8167c	AT2G29550.1	891	5.5	1.20683999999999991282	0.0768687	0.2
miR8167c	AT5G23860.2	872	5.5	1.50278000000000000469	0.0499646	0.13
miR8167d	AT2G29550.1	891	5.5	1.20683999999999991282	0.0768687	0.2
miR8167d	AT5G23860.2	872	5.5	1.50278000000000000469	0.0499646	0.13
miR8167e	AT2G29550.1	891	5.5	1.20683999999999991282	0.0768687	0.2
miR8167e	AT5G23860.2	872	5.5	1.50278000000000000469	0.0499646	0.13
miR8167f	AT2G29550.1	891	5.5	1.20683999999999991282	0.0768687	0.2
miR8167f	AT5G23860.2	872	5.5	1.50278000000000000469	0.0499646	0.13
miR8168	AT2G19730.3	455	6	8.14423999999999992383	0.292101	0.76
miR8170-5p	AT3G10960.1	2100	6	0.711034999999999972609	0.188328	0.49
miR8171	AT1G01630.1	978	6	2.4213599999999999568	1.52584	3.97
miR8172	AT5G58710.1	706	5	3.12470999999999987651	0.169111	0.44
miR8177	AT3G01120.1	1768	6	2.92100999999999988432	1.09922	2.86
miR8181	AT3G13750.1	2633	6	0.79174699999999997857	0.599576	1.56
miR8181	AT5G65390.1	234	5	0.607262999999999997236	0.157581	0.41
miR8183	AT1G49760.2	2090	5	6.33781999999999978712	0.411247	1.07
miR822-5p	AT1G20950.1	244	6	0.837868999999999974904	0.088399	0.23
miR824-3p	AT1G09780.1	1272	4.5	1.61423999999999989718	0.157581	0.41
miR824-3p	AT2G19400.1	1502	5	0.103773000000000004128	0.276727	0.72
miR824-3p	AT2G33120.3	577	5.5	1.49510000000000009557	0.580359	1.51
miR824-3p	AT4G25370.1	564	4	1.10691000000000006054	0.165268	0.43
miR824-3p	AT5G09550.1	520	5.5	0.376657000000000019568	0.169111	0.44
miR824-5p	AT2G33040.1	475	5.5	1.20683999999999991282	1.38364	3.6
miR829-5p	AT1G54570.1	1250	6	1.06462999999999996525	0.36897	0.96
miR829-5p	AT4G02600.2	1722	6	0.430464999999999986535	0.388187	1.01
miR829-5p	AT4G28780.1	831	6	1.39131999999999989015	0.219076	0.57
miR829-5p	AT5G06150.1	1048	5	0.664914000000000005031	0.138364	0.36
miR829-5p	AT5G41770.1	1968	4.5	0.972388999999999947832	1.32983	3.46
miR829-5p	AT5G54580.1	209	6	1.47971999999999992426	0.161424	0.42
miR830-5p	AT3G13460.4	2060	6	1.26832999999999995744	0.330535	0.86
miR830-5p	AT4G33890.2	1153	5.5	0.196014999999999994795	0.138364	0.36
miR831-3p	AT1G20330.1	739	5	3.36299999999999998934	0.987763	2.57
miR831-3p	AT1G36310.2	990	5	5.80358999999999980446	0.211389	0.55
miR831-3p	AT2G22795.1	206	5.5	1.51431000000000004491	0.234449	0.61
miR831-3p	AT2G29700.1	205	6	0.70334799999999997322	0.353596	0.92
miR831-3p	AT3G08520.1	29	6	8.02509000000000050079	3.78578	9.85
miR831-3p	AT3G11120.1	105	5	11.99150000000000027	4.58906	11.94
miR831-3p	AT3G54390.1	921	4.5	0.253666999999999975834	0.253667	0.66
miR831-3p	AT3G56020.1	71	6	14.2361000000000004206	16.0386	41.73
miR831-3p	AT3G56050.2	1524	4	1.22989999999999999325	0.691818	1.8
miR831-3p	AT3G56260.2	768	5	1.59887000000000001343	0.684131	1.78
miR831-3p	AT4G10030.1	812	6	0.534236999999999961908	0.530394	1.38
miR831-3p	AT4G14270.2	273	6	0.868616000000000054726	0.284414	0.74
miR831-3p	AT4G32410.1	1654	6	0.292100999999999999535	0.457369	1.19
miR831-3p	AT5G13240.1	772	6	1.16071999999999997399	0.161424	0.42
miR831-3p	AT5G22210.2	115	5	1.69110999999999989107	0.188328	0.49
miR831-3p	AT5G65710.1	2865	5.5	0.687975000000000003197	0.265197	0.69
miR831-5p	AT1G20980.1	3804	4.5	0.588045000000000039897	0.288258	0.75
miR831-5p	AT2G18400.1	463	4.5	1.37210999999999994081	0.388187	1.01
miR832-3p	AT1G75270.1	731	5	1.12996999999999991893	0.345909	0.9
miR832-3p	AT3G23390.1	416	6	7.26409000000000038	0.176798	0.46
miR832-3p	AT4G18370.1	768	6	1.14149999999999995914	0.730252	1.9
miR833a-5p	AT2G42100.1	1093	6	0.384342999999999990202	0.322848	0.84
